kata
a
adalah
adanya
adapun
agak
agaknya
akan
akankah
akhir
akhiri
akhirnya
akulah
amat
amatlah
anda
andalah
antar
antara
antaranya
apaan
apabila
apalagi
apatah
arti
artinya
asal
asalkan
atas
atau
ataukah
ataupun
awal
awalnya
b
bagai
bagaikan
bagaimanakah
bagaimanapun
bagainamakah
bagi
bagian
bahkan
bahwa
bahwasannya
bahwasanya
baiklah
bakal
bakalan
balik
bapak
baru
bawah
beberapa
beginian
beginikah
beginilah
begitu
begitukah
begitulah
begitupun
bekerja
belakang
belakangan
belumlah
benarkah
benarlah
berada
berakhir
berakhirlah
berakhirnya
berapa
berapakah
berapalah
berapapun
berarti
berawal
berbagai
berdatangan
beri
berikan
berikut
berikutnya
berjumlah
berkali-kali
berkata
berkehendak
berkeinginan
berkenaan
berlainan
berlalu
berlangsung
bermacam
bermacam-macam
bermaksud
bermula
bersama
bersama-sama
bersiap
bersiap-siap
bertanya-tanya
berturut
berturut-turut
bertutur
berujar
berupa
besar
betul
betulkah
biasanya
bila
bilakah
bisa
bisakah
boleh
bolehkah
bolehlah
buat
bukankah
bukanlah
bukannya
bulan
bung
c
cara
caranya
cukup
cukupkah
cukuplah
cuma
d
dahulu
dalam
dapat
dari
daripada
datang
dekat
demi
demikian
demikianlah
dengan
depan
di
diakhiri
diakhirinya
dialah
diantara
diantaranya
diberi
diberikan
diberikannya
dibuat
dibuatnya
didapat
didatangkan
digunakan
diibaratkan
diibaratkannya
diingat
diingatkan
diinginkan
dijawab
dijelaskan
dijelaskannya
dikarenakan
dikatakan
dikatakannya
dikerjakan
diketahui
diketahuinya
dikira
dilakukan
dilalui
dilihat
dimaksud
dimaksudkan
dimaksudkannya
dimaksudnya
diminta
dimintai
dimisalkan
dimulai
dimulailah
dimulainya
dimungkinkan
dini
dipastikan
diperbuat
diperbuatnya
dipergunakan
diperkirakan
diperlihatkan
diperlukan
diperlukannya
dipersoalkan
dipertanyakan
dipunyai
diri
disampaikan
disebut
disebutkan
disebutkannya
disini
disinilah
ditambahkan
ditandaskan
ditanya
ditanyai
ditanyakan
ditegaskan
ditujukan
ditunjuk
ditunjuki
ditunjukkan
ditunjukkannya
ditunjuknya
dituturkan
dituturkannya
diucapkan
diucapkannya
diungkapkan
dong
dua
e
empat
enak
enggaknya
entah
entahlah
f
g
guna
gunakan
h
hadap
hai
hal
halo
hallo
hampir
hanya
hanyalah
hari
harus
haruslah
harusnya
helo
hello
hendak
hendaklah
hendaknya
hingga
i
ia
ialah
ibarat
ibaratkan
ibaratnya
ibu
ikut
ingat
ingat-ingat
inginkah
inginkan
ini
inikah
inilah
itukah
itulah
j
jadi
jadilah
jadinya
jangankan
janganlah
jauh
jawab
jawaban
jawabnya
jelas
jelaskan
jelaslah
jelasnya
jika
jikalau
jumlah
jumlahnya
justru
k
kadar
kala
kalau
kalaulah
kalaupun
kali
kalian
kami
kamilah
kamulah
kan
kapan
kapankah
kapanpun
karena
karenanya
kasus
kata
katakan
katakanlah
ke
keadaan
kebetulan
kecil
kedua
keduanya
keinginan
kelamaan
kelihatannya
kelima
keluar
kembali
kemudian
kemungkinan
kemungkinannya
kena
kepada
kepadanya
kerja
kesampaian
keseluruhan
keseluruhannya
keterlaluan
ketika
khusus
khususnya
kini
kinilah
kira
kira-kira
kiranya
kita
kitalah
kok
kurang
l
lagi
lagian
lah
lain
lainnya
laku
lalu
lamanya
langsung
lanjut
lanjutnya
lebih
lewat
lima
luar
m
macam
maka
makanya
makin
maksud
malahan
mampu
mampukah
mana
manakala
manalagi
masa
masalah
masalahnya
masihkah
masing
masing-masing
masuk
mata
maupun
melainkan
melakukan
melalui
melihat
melihatnya
memastikan
memberi
memberikan
membuat
memerlukan
memihak
meminta
memintakan
memisalkan
memperbuat
mempergunakan
memperkirakan
memperlihatkan
mempersiapkan
mempersoalkan
mempertanyakan
mempunyai
memulai
memungkinkan
menaiki
menambahkan
menandaskan
menanti
menanti-nanti
menantikan
menanya
menanyai
menanyakan
mendapat
mendapatkan
mendatang
mendatangi
mendatangkan
menegaskan
mengakhiri
mengapa
mengatakannya
mengenai
mengerjakan
mengetahui
menggunakan
menghendaki
mengibaratkan
mengibaratkannya
mengingat
mengingatkan
menginginkan
mengira
mengucapkan
mengucapkannya
mengungkapkan
menjadi
menjawab
menjelaskan
menuju
menunjuk
menunjuki
menunjukkan
menunjuknya
menurut
menuturkan
menyampaikan
menyangkut
menyatakan
menyebutkan
menyeluruh
menyiapkan
merasa
merekalah
merupakan
meski
meskipun
meyakini
meyakinkan
mirip
misal
misalkan
misalnya
mohon
mula
mulai
mulailah
mulanya
mungkin
mungkinkah
n
nah
namun
nantinya
nya
nyaris
nyata
nyatanya
o
oleh
olehnya
p
pada
padanya
pak
panjang
pantas
para
pasti
pastilah
penting
pentingnya
per
percuma
perlukah
perlunya
persoalan
pertama
pertama-tama
pertanyaan
pertanyakan
pihak
pihaknya
pukul
pula
pat
pun
q
r
rasanya
rupa
rupanya
s
saat
saatnya
sajalah
salam
saling
sama
sama-sama
sambil
sampai
sampai-sampai
sampaikan
sana
sangat
sangatlah
sangkut
satu
sayalah
se
sebab
sebabnya
sebagai
sebagaimana
sebagainya
sebagian
sebaik
sebaik-baiknya
sebaiknya
sebaliknya
sebanyak
sebegini
sebegitu
sebelum
sebelumnya
sebenarnya
seberapa
sebesar
sebetulnya
sebisanya
sebuah
sebut
sebutlah
sebutnya
secara
secukupnya
sedang
sedangkan
sedemikian
sedikitnya
seenaknya
segala
segalanya
segera
seharusnya
sehingga
seingat
sejak
sejauh
sejenak
sejumlah
sekadar
sekadarnya
sekali
sekali-kali
sekalian
sekaligus
sekalipun
sekarang
sekaranglah
sekecil
seketika
sekiranya
sekitar
sekitarnya
sekurang-kurangnya
sekurangnya
sela
selain
selaku
selalu
selama
selama-lamanya
selamanya
selanjutnya
seluruh
seluruhnya
semacam
semakin
semampu
semampunya
semasa
semasih
semata
semata-mata
semaunya
sementara
semisal
semisalnya
sempat
semua
semuanya
semula
sendirian
seolah
seolah-olah
seorang
sepanjang
sepantasnya
sepantasnyalah
seperlunya
seperti
sepertinya
sepihak
sering
seringnya
serta
serupa
sesaat
sesampai
sesegera
sesekali
seseorang
sesuatu
sesuatunya
sesudah
sesudahnya
setelah
setempat
setengah
seterusnya
setiap
setiba
setibanya
setidak-tidaknya
setidaknya
setinggi
seusai
sewaktu
siap
siapa
siapakah
siapapun
sini
sinilah
soal
soalnya
suatu
sudahkah
sudahlah
supaya
t
tadi
tadinya
tahu
tambah
tambahnya
tampak
tampaknya
tandas
tandasnya
tanpa
tanya
tanyakan
tanyanya
tegas
tegasnya
telah
tempat
tentang
tentu
tentulah
tentunya
tepat
terakhir
terasa
terbanyak
terdahulu
terdapat
terdiri
terhadap
terhadapnya
teringat
teringat-ingat
terjadi
terjadilah
terjadinya
terkira
terlalu
terlebih
terlihat
termasuk
ternyata
tersampaikan
tersebut
tersebutlah
tertentu
tertuju
terus
terutama
tetap
tiap
tiba
tiba-tiba
tidakkah
tidaklah
tiga
toh
tuju
tunjuk
turut
tutur
tuturnya
u
ucapnya
ujar
ujarnya
umumnya
ungkap
ungkapnya
untuk
usai
v
w
waduh
wah
wahai
waktunya
walau
walaupun
wong
x
y
ya
yaitu
yakin
yakni
z
0
1
2
3
4
5
6
7
8
9
$
rp
about
after
all
also
an
and
another
any
are
as
at
be
because
been
before
being
between
both
but
by
came
can
come
could
did
do
does
each
else
for
from
get
got
has
had
he
have
her
here
him
himself
his
how
if
in
into
is
it
its
just
like
make
many
me
might
more
most
much
must
my
never
now
of
on
only
or
other
our
out
over
re
said
same
see
should
since
so
some
still
such
take
than
that
the
their
them
then
there
these
they
this
those
through
to
too
under
up
use
very
want
was
way
we
well
were
what
when
where
which
while
who
will
with
whould
you
your
tunggu
denganmu
amp
temp
selamat
kit
tan
siang
pagi
malam
aamiin
semalam
lalu
minggu
apa
kabar
apakabar
assalam
wr
wb
assalamualaikum
mari
semoga
hari
tanggal
tahun
bulan
senin
selasa
rabu
kamis
jumat
sabtu
insya
allah
swt
man
yan
tr
ns
sam
men
merek
selam
tera
sih
lho
pe
samb
mu
le
bang
nmeng
melew
sel
meng
nsamp
st
njan
kehan
sema
terpu
penan
na
tun
pr
sa
mengena
kompe
kom
sam
bers
memi
spo
pu
perin
mor
nte
sim
mn
mal
ken
ben
hat
adan
sep
memba
al
terba
alhamdulillah
whatsapp
sesuai
bismillah
hin
assalamu
warohmatullahi
wabarokatuh
kotu
ym
berg
ma
hu
mas
kes
ber
bersyukur
syukur
kart
disisakan
seti
maaf
sukabasabasi
kembalikan
bangk
ngap
biar
hati
spri
bersu
nabi
saw
sehi
alan
atas
pendam
ko
phd
vid
tweeps
tweet
id
https
pc
hahahaha
bismillahirrahmanirrohiim
nassalamu
minal
aidin
wal
faidzin
meng
assalammualaikum
te
bu
tuanya
loh
ngefans
nfrom
alaikumsalam
si
nsaya
jadikan
silahkan
lupa
hormat
pakde
xef
dody
lukas
deh
be
tai
beliau
blued
via
seru
wib
itb
maret
saksikan
vcs
semangat
apr
mimin
barat
angel
tips
wkwkwk
wkwk
wkwkk
wkwkwkwkwk
bat
kakak
kpop
cari
pas
please
kalah
mah
gin
nge
tag
ngk
asa
reply
bts
juga
nanti
beda
xe
xa
rob
iya
orang
bilang
banget
sayang
miskin
dan
